AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,_RepeatOffenderTag_forValidationOnly
6504,4377,Santosh Gowda,43,M,A1,
6505,4378,Radha Reddy,45,F,A1,REPEAT-055
6506,4378,Kavya Naidu,55,F,A2,
6507,4379,Mahesh Murthy,23,M,A1,REPEAT-033
6508,4379,Manjula Rao,30,F,A2,
6509,4380,Manjula Patil,45,F,A1,
6510,4381,Santosh Bhat,24,M,A1,
6511,4382,Harish Achar,34,M,A1,
6512,4383,Manjunath Setty,43,M,A1,REPEAT-016
6513,4384,Naveen Naik,35,M,A1,
6514,4385,Girish Gowda,28,M,A1,
6515,4386,Savitha Iyer,39,F,A1,
6516,4386,Rekha Naik,46,F,A2,
6517,4387,Manjula Bhat,37,F,A1,
6518,4387,Naveen Murthy,21,M,A2,
6519,4388,Harish Naidu,36,M,A1,REPEAT-015
6520,4389,Nagaraj Setty,45,M,A1,REPEAT-003
6521,4389,Yogesh Iyer,46,M,A2,
6522,4390,Nagaraj Naik,48,M,A1,
6523,4390,Prakash Setty,29,M,A2,
6524,4391,Ravi Reddy,29,M,A1,
6525,4392,Suresh Naik,38,M,A1,REPEAT-042
6526,4393,Yogesh Achar,34,M,A1,
6527,4394,Ravi Achar,44,M,A1,
6528,4394,Nandini Kumar,47,F,A2,
6529,4394,Shivaraj Naidu,51,M,A3,
6530,4395,Girish Naidu,19,M,A1,
6531,4395,Nandini Achar,40,F,A2,
6532,4396,Mahesh Poojary,26,M,A1,
6533,4396,Naveen Setty,26,M,A2,
6534,4396,Santosh Patil,36,M,A3,
6535,4397,Naveen Gowda,48,M,A1,
6536,4398,Shivaraj Naik,31,M,A1,
6537,4399,Lakshmi Murthy,44,F,A1,REPEAT-044
6538,4400,Sowmya Reddy,40,F,A1,
6539,4401,Shivaraj Naidu,50,M,A1,
6540,4402,Naveen Murthy,18,M,A1,
6541,4403,Suresh Hegde,18,M,A1,
6542,4404,Kumar Murthy,45,M,A1,REPEAT-048
6543,4405,Shobha Poojary,27,F,A1,
6544,4405,Ganesh Murthy,53,M,A2,
6545,4406,Kumar Reddy,35,M,A1,
6546,4407,Harish Patil,40,M,A1,REPEAT-053
6547,4407,Kavya Murthy,45,F,A2,
6548,4408,Ravi Hegde,39,M,A1,
6549,4408,Manjula Kumar,35,F,A2,
6550,4409,Prakash Shetty,35,M,A1,
6551,4410,Kumar Naidu,30,M,A1,
6552,4410,Savitha Rao,34,F,A2,
6553,4411,Ramesh Naidu,20,M,A1,
6554,4411,Ravi Murthy,47,M,A2,
6555,4412,Shivaraj Naidu,42,M,A1,
6556,4413,Mahesh Shetty,37,M,A1,REPEAT-022
6557,4413,Raghu Reddy,32,M,A2,
6558,4413,Nagaraj Bhat,49,M,A3,
6559,4414,Harish Achar,45,M,A1,REPEAT-057
6560,4415,Vidya Gowda,31,F,A1,
6561,4415,Ganesh Rao,43,M,A2,
6562,4415,Manjula Iyer,22,F,A3,
6563,4416,Manjunath Gowda,24,M,A1,
6564,4417,Shwetha Bhat,27,F,A1,
6565,4418,Manjula Patil,37,F,A1,
6566,4418,Girish Kumar,24,M,A2,
6567,4419,Vidya Poojary,20,F,A1,
6568,4420,Radha Iyer,39,F,A1,
6569,4421,Kumar Kumar,44,M,A1,
6570,4421,Shobha Naidu,47,F,A2,
6571,4422,Shivaraj Setty,53,M,A1,
6572,4422,Nandini Reddy,52,F,A2,
6573,4423,Harish Achar,40,M,A1,
6574,4423,Roopa Hegde,29,F,A2,
6575,4424,Vijay Shetty,30,M,A1,
6576,4425,Ganesh Shetty,21,M,A1,
6577,4425,Girish Rao,54,M,A2,
6578,4426,Manjunath Hegde,21,M,A1,
6579,4427,Srinivas Setty,47,M,A1,
6580,4427,Naveen Iyer,43,M,A2,
6581,4428,Shobha Shetty,31,F,A1,REPEAT-017
6582,4429,Shivaraj Kumar,29,M,A1,REPEAT-024
6583,4429,Vijay Naidu,52,M,A2,
6584,4430,Anita Shetty,38,F,A1,
6585,4431,Vijay Hegde,39,M,A1,
6586,4432,Naveen Patil,54,M,A1,
6587,4433,Ganesh Setty,27,M,A1,
6588,4433,Vijay Poojary,22,M,A2,
6589,4434,Sunita Murthy,48,F,A1,
6590,4434,Mahesh Hegde,18,M,A2,
6591,4434,Srinivas Setty,44,M,A3,
6592,4435,Ravi Patil,36,M,A1,
6593,4436,Kumar Naik,54,M,A1,
6594,4436,Pooja Iyer,45,F,A2,
6595,4437,Nagaraj Gowda,24,M,A1,
6596,4438,Vidya Naik,32,F,A1,
6597,4438,Nandini Reddy,54,F,A2,
6598,4438,Shivaraj Achar,50,M,A3,
6599,4439,Basavaraj Gowda,30,M,A1,
6600,4440,Sowmya Kumar,45,F,A1,
6601,4441,Sowmya Reddy,28,F,A1,
6602,4441,Yogesh Bhat,47,M,A2,
6603,4441,Shivaraj Shetty,37,M,A3,
6604,4442,Yogesh Naidu,24,M,A1,REPEAT-001
6605,4442,Anita Reddy,54,F,A2,
6606,4443,Manjunath Murthy,26,M,A1,REPEAT-025
6607,4443,Prakash Iyer,49,M,A2,
6608,4444,Basavaraj Gowda,18,M,A1,
6609,4444,Raghu Shetty,25,M,A2,
6610,4445,Mahesh Naik,19,M,A1,
6611,4446,Roopa Hegde,22,F,A1,
6612,4447,Srinivas Naidu,23,M,A1,
6613,4448,Naveen Murthy,44,M,A1,REPEAT-002
6614,4448,Srinivas Gowda,41,M,A2,
6615,4448,Manjunath Naidu,54,M,A3,
6616,4449,Basavaraj Naidu,26,M,A1,
6617,4450,Harish Naidu,37,M,A1,REPEAT-015
6618,4451,Srinivas Naidu,38,M,A1,REPEAT-049
6619,4452,Nagaraj Shetty,54,M,A1,
6620,4452,Ganesh Bhat,38,M,A2,
6621,4453,Naveen Setty,33,M,A1,REPEAT-036
6622,4454,Prakash Rao,51,M,A1,
6623,4454,Suresh Murthy,42,M,A2,
6624,4454,Bhagya Naik,34,F,A3,
6625,4455,Kumar Naik,24,M,A1,
6626,4456,Suresh Setty,31,M,A1,
6627,4457,Nandini Kumar,18,F,A1,
6628,4458,Rekha Gowda,24,F,A1,
6629,4458,Raghu Kumar,28,M,A2,
6630,4459,Vidya Murthy,40,F,A1,
6631,4459,Harish Shetty,41,M,A2,
6632,4460,Ganesh Bhat,22,M,A1,
6633,4460,Shivaraj Kumar,21,M,A2,
6634,4460,Girish Setty,27,M,A3,
6635,4461,Mahesh Shetty,38,M,A1,REPEAT-022
6636,4461,Santosh Reddy,43,M,A2,
6637,4462,Mahesh Setty,27,M,A1,
6638,4462,Chaya Kumar,29,F,A2,
6639,4462,Santosh Murthy,33,M,A3,
6640,4463,Basavaraj Rao,50,M,A1,
6641,4464,Yogesh Naidu,24,M,A1,REPEAT-001
6642,4465,Nagaraj Setty,46,M,A1,REPEAT-003
6643,4465,Vidya Reddy,19,F,A2,
6644,4465,Suresh Hegde,49,M,A3,
6645,4466,Anil Naidu,25,M,A1,
6646,4467,Harish Achar,46,M,A1,REPEAT-057
6647,4467,Lakshmi Hegde,36,F,A2,
6648,4468,Nandini Kumar,46,F,A1,
6649,4468,Kumar Gowda,41,M,A2,
6650,4469,Basavaraj Iyer,36,M,A1,
6651,4470,Mahesh Gowda,38,M,A1,
6652,4471,Raghu Murthy,53,M,A1,
6653,4472,Harish Kumar,18,M,A1,
6654,4473,Anil Gowda,20,M,A1,REPEAT-052
6655,4474,Anil Achar,36,M,A1,
6656,4474,Kumar Murthy,40,M,A2,
6657,4474,Chaya Rao,51,F,A3,
6658,4475,Chaya Gowda,23,F,A1,
6659,4476,Mahesh Rao,39,M,A1,
6660,4477,Harish Bhat,29,M,A1,
6661,4478,Santosh Gowda,35,M,A1,
6662,4478,Ravi Gowda,23,M,A2,
6663,4479,Mahesh Patil,40,M,A1,
6664,4480,Chaya Naidu,55,F,A1,
6665,4481,Anita Setty,38,F,A1,
6666,4482,Radha Reddy,45,F,A1,REPEAT-055
6667,4483,Radha Rao,38,F,A1,
6668,4484,Anil Achar,28,M,A1,
6669,4484,Lakshmi Setty,45,F,A2,
6670,4485,Ramesh Poojary,18,M,A1,
6671,4485,Priya Gowda,26,F,A2,
6672,4486,Manjula Shetty,27,F,A1,
6673,4486,Girish Achar,20,M,A2,
6674,4487,Yogesh Murthy,55,M,A1,
6675,4488,Ramesh Patil,42,M,A1,
6676,4489,Manjunath Gowda,26,M,A1,
6677,4489,Ganesh Murthy,18,M,A2,
6678,4490,Vijay Bhat,51,M,A1,
6679,4490,Mahesh Naik,37,M,A2,
6680,4491,Basavaraj Kumar,55,M,A1,
6681,4491,Harish Naik,32,M,A2,
6682,4491,Anil Naik,31,M,A3,
6683,4492,Manjunath Bhat,33,M,A1,REPEAT-030
6684,4492,Ravi Iyer,31,M,A2,
6685,4493,Shivaraj Naik,51,M,A1,
6686,4494,Naveen Iyer,47,M,A1,
6687,4495,Nagaraj Naidu,36,M,A1,REPEAT-035
6688,4496,Chaya Setty,26,F,A1,
6689,4496,Basavaraj Naidu,53,M,A2,
6690,4497,Suresh Hegde,44,M,A1,
6691,4498,Ravi Gowda,35,M,A1,
6692,4498,Radha Kumar,22,F,A2,
6693,4499,Radha Naik,53,F,A1,
6694,4500,Pooja Murthy,54,F,A1,
6695,4501,Sunita Rao,45,F,A1,
6696,4501,Rekha Naidu,25,F,A2,
6697,4501,Manjunath Achar,18,M,A3,
6698,4502,Mahesh Shetty,37,M,A1,REPEAT-022
6699,4502,Manjunath Bhat,53,M,A2,
6700,4502,Kumar Kumar,53,M,A3,
6701,4503,Bhagya Poojary,34,F,A1,
6702,4503,Yogesh Achar,37,M,A2,
6703,4503,Prakash Achar,31,M,A3,
6704,4504,Shwetha Naidu,25,F,A1,
6705,4504,Santosh Murthy,27,M,A2,
6706,4505,Bhagya Hegde,40,F,A1,
6707,4505,Raghu Patil,24,M,A2,
6708,4505,Bhagya Poojary,39,F,A3,
6709,4506,Shwetha Murthy,54,F,A1,
6710,4507,Mahesh Naik,54,M,A1,
6711,4507,Vidya Iyer,25,F,A2,
6712,4507,Basavaraj Achar,45,M,A3,
6713,4508,Mahesh Setty,45,M,A1,
6714,4509,Yogesh Naidu,24,M,A1,REPEAT-001
6715,4510,Suresh Reddy,18,M,A1,
6716,4511,Basavaraj Shetty,40,M,A1,REPEAT-023
6717,4511,Srinivas Patil,41,M,A2,
6718,4511,Girish Kumar,54,M,A3,
6719,4512,Santosh Reddy,43,M,A1,
6720,4513,Chaya Murthy,35,F,A1,
6721,4514,Suresh Naik,38,M,A1,REPEAT-042
6722,4514,Nagaraj Poojary,20,M,A2,
6723,4514,Rekha Rao,53,F,A3,
6724,4515,Basavaraj Poojary,36,M,A1,
6725,4516,Mahesh Rao,20,M,A1,
6726,4516,Yogesh Naidu,51,M,A2,
6727,4517,Mahesh Kumar,25,M,A1,
6728,4518,Vidya Reddy,37,F,A1,
6729,4518,Nagaraj Murthy,21,M,A2,
6730,4519,Vijay Iyer,52,M,A1,
6731,4520,Shobha Shetty,32,F,A1,REPEAT-017
6732,4520,Pooja Murthy,46,F,A2,
6733,4520,Shivaraj Naik,19,M,A3,
6734,4521,Vijay Setty,22,M,A1,
6735,4522,Prakash Iyer,52,M,A1,
6736,4523,Geeta Iyer,24,F,A1,
6737,4524,Girish Murthy,26,M,A1,
6738,4525,Shivaraj Kumar,35,M,A1,
6739,4525,Ravi Gowda,53,M,A2,
6740,4526,Ravi Bhat,55,M,A1,
6741,4526,Shivaraj Gowda,44,M,A2,
6742,4527,Lakshmi Iyer,19,F,A1,
6743,4528,Santosh Iyer,33,M,A1,
6744,4528,Vijay Rao,24,M,A2,
6745,4529,Prakash Naidu,37,M,A1,
6746,4529,Shivaraj Patil,36,M,A2,
6747,4530,Ravi Kumar,23,M,A1,
6748,4530,Ramesh Hegde,52,M,A2,
6749,4530,Harish Patil,52,M,A3,
6750,4531,Harish Setty,27,M,A1,
6751,4532,Basavaraj Bhat,35,M,A1,
6752,4533,Ramesh Achar,36,M,A1,
6753,4534,Ramesh Iyer,26,M,A1,
6754,4534,Geeta Gowda,22,F,A2,
6755,4534,Manjula Gowda,55,F,A3,
6756,4535,Prakash Shetty,35,M,A1,
6757,4535,Ravi Bhat,29,M,A2,
6758,4536,Anil Bhat,41,M,A1,REPEAT-054
6759,4536,Geeta Setty,42,F,A2,
6760,4537,Ramesh Hegde,33,M,A1,
6761,4538,Sowmya Shetty,26,F,A1,
6762,4538,Kumar Murthy,55,M,A2,
6763,4539,Anita Shetty,28,F,A1,REPEAT-019
6764,4539,Srinivas Naik,49,M,A2,
6765,4540,Anita Shetty,28,F,A1,REPEAT-019
6766,4540,Harish Iyer,46,M,A2,
6767,4541,Naveen Naik,23,M,A1,
6768,4541,Vidya Shetty,31,F,A2,
6769,4542,Shivaraj Patil,50,M,A1,
6770,4543,Harish Patil,21,M,A1,
6771,4544,Harish Achar,45,M,A1,REPEAT-057
6772,4545,Basavaraj Iyer,50,M,A1,
6773,4546,Mahesh Shetty,38,M,A1,REPEAT-022
6774,4547,Raghu Reddy,52,M,A1,
6775,4548,Srinivas Naidu,47,M,A1,
6776,4548,Anil Shetty,36,M,A2,
6777,4549,Basavaraj Reddy,42,M,A1,REPEAT-031
6778,4549,Vidya Iyer,44,F,A2,
6779,4550,Manjunath Bhat,32,M,A1,REPEAT-030
6780,4550,Raghu Kumar,25,M,A2,
6781,4551,Lakshmi Murthy,45,F,A1,REPEAT-044
6782,4552,Anil Iyer,34,M,A1,
6783,4553,Shwetha Naik,27,F,A1,
6784,4553,Yogesh Patil,22,M,A2,
6785,4554,Harish Naik,52,M,A1,
6786,4555,Ganesh Gowda,20,M,A1,REPEAT-020
6787,4555,Raghu Naik,54,M,A2,
6788,4556,Lakshmi Murthy,45,F,A1,REPEAT-044
6789,4556,Basavaraj Shetty,35,M,A2,
6790,4557,Naveen Murthy,54,M,A1,
6791,4557,Vidya Naik,19,F,A2,
6792,4558,Manjunath Patil,33,M,A1,
6793,4559,Rekha Bhat,42,F,A1,REPEAT-047
6794,4559,Suresh Patil,52,M,A2,
6795,4560,Santosh Achar,20,M,A1,
6796,4560,Yogesh Hegde,26,M,A2,
6797,4561,Chaya Rao,37,F,A1,
6798,4561,Shobha Gowda,25,F,A2,
6799,4562,Vidya Hegde,19,F,A1,REPEAT-041
6800,4563,Sowmya Naik,24,F,A1,
6801,4563,Nandini Patil,34,F,A2,
6802,4564,Shivaraj Kumar,20,M,A1,
6803,4564,Vijay Iyer,47,M,A2,
6804,4565,Pooja Hegde,26,F,A1,
6805,4565,Naveen Achar,50,M,A2,
6806,4565,Yogesh Shetty,33,M,A3,
6807,4566,Ravi Kumar,43,M,A1,
6808,4566,Raghu Bhat,55,M,A2,
6809,4566,Radha Poojary,26,F,A3,
6810,4567,Anil Hegde,23,M,A1,
6811,4568,Ravi Hegde,31,M,A1,
6812,4569,Mahesh Kumar,48,M,A1,
6813,4569,Roopa Patil,43,F,A2,
6814,4570,Shivaraj Achar,54,M,A1,
6815,4570,Bhagya Bhat,31,F,A2,
6816,4571,Girish Setty,29,M,A1,
6817,4572,Kumar Rao,44,M,A1,REPEAT-018
6818,4573,Prakash Gowda,28,M,A1,
6819,4574,Shobha Reddy,48,F,A1,
6820,4574,Radha Bhat,39,F,A2,
6821,4575,Yogesh Kumar,45,M,A1,REPEAT-050
6822,4576,Suresh Bhat,24,M,A1,
6823,4577,Ravi Naidu,20,M,A1,
6824,4577,Srinivas Shetty,20,M,A2,
6825,4578,Santosh Hegde,36,M,A1,
6826,4579,Basavaraj Shetty,40,M,A1,REPEAT-023
6827,4580,Harish Naidu,36,M,A1,REPEAT-015
6828,4581,Ramesh Kumar,22,M,A1,
6829,4582,Ravi Reddy,20,M,A1,
6830,4583,Ramesh Iyer,18,M,A1,
6831,4584,Raghu Gowda,34,M,A1,
6832,4585,Deepa Iyer,54,F,A1,
6833,4585,Mahesh Kumar,54,M,A2,
6834,4586,Santosh Gowda,25,M,A1,
6835,4587,Shivaraj Rao,33,M,A1,
6836,4588,Ganesh Gowda,20,M,A1,REPEAT-020
6837,4589,Sunita Kumar,41,F,A1,
6838,4590,Santosh Iyer,48,M,A1,
6839,4591,Kumar Shetty,48,M,A1,
6840,4591,Lakshmi Shetty,37,F,A2,
6841,4592,Raghu Shetty,23,M,A1,
6842,4593,Nagaraj Setty,45,M,A1,REPEAT-003
6843,4594,Lakshmi Murthy,45,F,A1,REPEAT-044
6844,4594,Manjunath Poojary,47,M,A2,
6845,4595,Raghu Murthy,19,M,A1,
6846,4595,Lakshmi Kumar,33,F,A2,
6847,4596,Savitha Achar,52,F,A1,
6848,4597,Suresh Hegde,26,M,A1,
6849,4597,Prakash Murthy,20,M,A2,
6850,4598,Shivaraj Naik,23,M,A1,
6851,4599,Sunita Murthy,53,F,A1,
6852,4599,Basavaraj Poojary,51,M,A2,
6853,4600,Sowmya Naik,37,F,A1,
6854,4601,Geeta Rao,48,F,A1,
6855,4602,Raghu Poojary,41,M,A1,
6856,4603,Yogesh Kumar,55,M,A1,
6857,4604,Naveen Poojary,55,M,A1,
6858,4604,Ganesh Reddy,40,M,A2,
6859,4604,Shobha Iyer,36,F,A3,
6860,4605,Shobha Iyer,46,F,A1,
6861,4606,Shivaraj Iyer,45,M,A1,
6862,4606,Lakshmi Setty,30,F,A2,
6863,4607,Radha Shetty,26,F,A1,
6864,4608,Santosh Achar,40,M,A1,
6865,4608,Ramesh Gowda,33,M,A2,
6866,4609,Santosh Bhat,41,M,A1,
6867,4610,Shobha Kumar,55,F,A1,
6868,4611,Yogesh Patil,21,M,A1,
6869,4612,Nagaraj Reddy,44,M,A1,
6870,4612,Pooja Shetty,36,F,A2,
6871,4613,Lakshmi Murthy,44,F,A1,REPEAT-044
6872,4613,Shivaraj Poojary,34,M,A2,
6873,4614,Manjunath Iyer,47,M,A1,
6874,4614,Nagaraj Poojary,21,M,A2,
6875,4615,Sunita Naik,49,F,A1,
6876,4615,Naveen Kumar,44,M,A2,
6877,4616,Geeta Kumar,47,F,A1,
6878,4617,Shwetha Iyer,33,F,A1,
6879,4618,Suresh Bhat,18,M,A1,
6880,4619,Ramesh Naidu,46,M,A1,
6881,4620,Shobha Gowda,46,F,A1,
6882,4621,Manjunath Reddy,25,M,A1,
6883,4622,Suresh Setty,31,M,A1,REPEAT-034
6884,4622,Pooja Hegde,37,F,A2,
6885,4623,Srinivas Naidu,38,M,A1,REPEAT-049
6886,4624,Bhagya Kumar,23,F,A1,
6887,4625,Naveen Kumar,22,M,A1,
6888,4625,Kavya Rao,22,F,A2,
6889,4626,Ganesh Gowda,20,M,A1,REPEAT-020
6890,4626,Lakshmi Rao,54,F,A2,
6891,4627,Anita Naidu,22,F,A1,
6892,4628,Nagaraj Iyer,33,M,A1,
6893,4629,Radha Patil,21,F,A1,
6894,4630,Raghu Reddy,19,M,A1,
6895,4630,Sunita Rao,45,F,A2,
6896,4630,Srinivas Achar,18,M,A3,
6897,4631,Anil Patil,32,M,A1,
6898,4632,Chaya Poojary,31,F,A1,
6899,4633,Suresh Naik,39,M,A1,REPEAT-042
6900,4633,Santosh Hegde,50,M,A2,
6901,4634,Ganesh Poojary,44,M,A1,
6902,4635,Naveen Murthy,44,M,A1,REPEAT-002
6903,4636,Manjunath Poojary,35,M,A1,REPEAT-004
6904,4636,Roopa Naik,18,F,A2,
6905,4637,Santosh Rao,40,M,A1,REPEAT-027
6906,4638,Yogesh Setty,53,M,A1,
6907,4639,Raghu Bhat,50,M,A1,
6908,4640,Vijay Shetty,21,M,A1,REPEAT-007
6909,4641,Naveen Murthy,43,M,A1,REPEAT-002
6910,4642,Srinivas Naidu,37,M,A1,REPEAT-049
6911,4643,Girish Naidu,33,M,A1,
6912,4643,Santosh Reddy,18,M,A2,
6913,4644,Naveen Murthy,27,M,A1,
6914,4644,Kumar Setty,28,M,A2,
6915,4645,Srinivas Hegde,31,M,A1,REPEAT-046
6916,4645,Shwetha Hegde,41,F,A2,
6917,4646,Manjunath Setty,43,M,A1,REPEAT-016
6918,4646,Rekha Setty,32,F,A2,
6919,4646,Suresh Reddy,40,M,A3,
6920,4647,Girish Kumar,40,M,A1,
6921,4648,Nagaraj Patil,21,M,A1,
6922,4648,Suresh Murthy,54,M,A2,
6923,4648,Shivaraj Bhat,53,M,A3,
6924,4649,Ganesh Murthy,22,M,A1,
6925,4650,Rekha Achar,38,F,A1,
6926,4651,Vijay Rao,27,M,A1,
6927,4652,Yogesh Hegde,30,M,A1,
6928,4653,Naveen Setty,33,M,A1,REPEAT-036
6929,4654,Savitha Patil,21,F,A1,
6930,4655,Ravi Shetty,50,M,A1,
6931,4656,Harish Achar,46,M,A1,REPEAT-057
6932,4656,Harish Iyer,44,M,A2,
6933,4657,Suresh Shetty,23,M,A1,
6934,4657,Pooja Naik,33,F,A2,
6935,4658,Nandini Shetty,22,F,A1,REPEAT-011
6936,4659,Kumar Naidu,29,M,A1,
6937,4659,Yogesh Poojary,42,M,A2,
6938,4660,Prakash Iyer,46,M,A1,
6939,4660,Santosh Murthy,46,M,A2,
6940,4661,Chaya Shetty,24,F,A1,
6941,4662,Savitha Patil,23,F,A1,
6942,4663,Suresh Bhat,55,M,A1,
6943,4664,Manjunath Murthy,25,M,A1,REPEAT-025
6944,4665,Kavya Patil,37,F,A1,
6945,4665,Shivaraj Patil,35,M,A2,
6946,4665,Srinivas Bhat,39,M,A3,
6947,4666,Santosh Reddy,38,M,A1,
6948,4667,Raghu Naidu,39,M,A1,
6949,4668,Naveen Murthy,43,M,A1,REPEAT-002
6950,4669,Girish Setty,42,M,A1,
6951,4669,Shwetha Kumar,36,F,A2,
6952,4670,Shwetha Shetty,52,F,A1,
6953,4671,Girish Achar,52,M,A1,
6954,4672,Nandini Hegde,31,F,A1,
6955,4672,Naveen Poojary,47,M,A2,
6956,4672,Suresh Poojary,55,M,A3,
6957,4673,Sunita Hegde,44,F,A1,
6958,4673,Prakash Patil,55,M,A2,
6959,4674,Nandini Poojary,27,F,A1,
6960,4675,Vidya Bhat,29,F,A1,
6961,4675,Naveen Achar,29,M,A2,
6962,4676,Vijay Poojary,34,M,A1,
6963,4677,Manjula Patil,50,F,A1,
6964,4677,Naveen Kumar,24,M,A2,
6965,4677,Shobha Gowda,46,F,A3,
6966,4678,Mahesh Shetty,37,M,A1,REPEAT-022
6967,4679,Prakash Setty,49,M,A1,
6968,4680,Kumar Naik,35,M,A1,
6969,4681,Anil Setty,31,M,A1,
6970,4682,Srinivas Patil,51,M,A1,
6971,4682,Naveen Gowda,18,M,A2,
6972,4683,Nagaraj Achar,31,M,A1,
6973,4683,Ravi Patil,30,M,A2,
6974,4684,Manjunath Bhat,33,M,A1,REPEAT-030
6975,4684,Kavya Murthy,24,F,A2,
6976,4685,Yogesh Setty,29,M,A1,
6977,4686,Mahesh Murthy,24,M,A1,REPEAT-033
6978,4686,Manjunath Poojary,51,M,A2,
6979,4687,Santosh Naidu,27,M,A1,
6980,4687,Santosh Achar,49,M,A2,
6981,4687,Vijay Achar,46,M,A3,
6982,4688,Santosh Kumar,46,M,A1,
6983,4689,Ganesh Gowda,20,M,A1,REPEAT-020
6984,4690,Vijay Shetty,21,M,A1,REPEAT-007
6985,4691,Basavaraj Murthy,51,M,A1,
6986,4692,Basavaraj Setty,38,M,A1,
6987,4692,Suresh Kumar,22,M,A2,
6988,4693,Raghu Naik,39,M,A1,
6989,4694,Ganesh Naidu,48,M,A1,
6990,4694,Pooja Kumar,35,F,A2,
6991,4695,Vijay Naik,54,M,A1,
6992,4696,Anil Bhat,43,M,A1,
6993,4697,Bhagya Hegde,49,F,A1,
6994,4697,Geeta Naik,24,F,A2,
6995,4698,Basavaraj Achar,23,M,A1,
6996,4698,Anil Poojary,35,M,A2,
6997,4698,Lakshmi Achar,41,F,A3,
6998,4699,Sowmya Poojary,54,F,A1,
6999,4699,Sunita Hegde,19,F,A2,
7000,4699,Pooja Poojary,26,F,A3,
7001,4700,Basavaraj Reddy,43,M,A1,REPEAT-031
7002,4701,Rekha Poojary,41,F,A1,
7003,4701,Yogesh Achar,41,M,A2,
7004,4701,Harish Achar,22,M,A3,
7005,4702,Kumar Shetty,43,M,A1,
7006,4702,Nagaraj Bhat,43,M,A2,
7007,4703,Kumar Setty,31,M,A1,
7008,4704,Yogesh Naidu,24,M,A1,REPEAT-001
7009,4704,Girish Rao,27,M,A2,
7010,4705,Naveen Naidu,23,M,A1,
7011,4706,Harish Achar,46,M,A1,REPEAT-057
7012,4707,Anita Bhat,53,F,A1,
7013,4708,Roopa Murthy,52,F,A1,
7014,4709,Shobha Shetty,31,F,A1,REPEAT-017
7015,4709,Ravi Setty,20,M,A2,
7016,4710,Srinivas Naidu,40,M,A1,REPEAT-037
7017,4711,Mahesh Shetty,37,M,A1,REPEAT-022
7018,4711,Vijay Setty,37,M,A2,
7019,4712,Pooja Achar,18,F,A1,
7020,4712,Srinivas Poojary,23,M,A2,
7021,4713,Kumar Achar,42,M,A1,
7022,4714,Yogesh Rao,20,M,A1,
7023,4715,Kumar Kumar,47,M,A1,
7024,4715,Shivaraj Patil,52,M,A2,
7025,4716,Shivaraj Kumar,30,M,A1,REPEAT-024
7026,4717,Anil Achar,25,M,A1,
7027,4718,Manjula Rao,38,F,A1,
7028,4718,Harish Patil,48,M,A2,
7029,4719,Suresh Setty,21,M,A1,
7030,4720,Harish Reddy,28,M,A1,
7031,4720,Lakshmi Naik,51,F,A2,
7032,4721,Deepa Patil,19,F,A1,
7033,4722,Ravi Naidu,37,M,A1,
7034,4722,Mahesh Shetty,52,M,A2,
7035,4723,Harish Patil,40,M,A1,REPEAT-053
7036,4724,Srinivas Hegde,31,M,A1,REPEAT-046
7037,4724,Srinivas Hegde,41,M,A2,
7038,4725,Shobha Naidu,47,F,A1,
7039,4726,Nagaraj Naidu,36,M,A1,REPEAT-035
7040,4726,Deepa Hegde,41,F,A2,
7041,4727,Naveen Setty,32,M,A1,REPEAT-036
7042,4728,Anil Shetty,43,M,A1,
7043,4729,Nagaraj Kumar,46,M,A1,
7044,4729,Kumar Gowda,51,M,A2,
7045,4729,Manjunath Reddy,19,M,A3,
7046,4730,Anil Shetty,27,M,A1,
7047,4730,Yogesh Setty,52,M,A2,
7048,4731,Harish Naik,47,M,A1,
7049,4731,Shobha Achar,24,F,A2,
7050,4732,Raghu Hegde,37,M,A1,
7051,4733,Radha Reddy,44,F,A1,REPEAT-055
7052,4733,Santosh Iyer,53,M,A2,
7053,4734,Lakshmi Achar,29,F,A1,
7054,4735,Vidya Naik,43,F,A1,
7055,4735,Raghu Bhat,49,M,A2,
7056,4736,Srinivas Naidu,37,M,A1,REPEAT-049
7057,4736,Prakash Poojary,49,M,A2,
7058,4736,Sunita Poojary,37,F,A3,
7059,4737,Manjunath Rao,20,M,A1,
7060,4737,Anil Achar,29,M,A2,
7061,4737,Santosh Poojary,27,M,A3,
7062,4738,Srinivas Rao,29,M,A1,
7063,4739,Prakash Naidu,25,M,A1,
7064,4739,Bhagya Gowda,52,F,A2,
7065,4739,Harish Naik,50,M,A3,
7066,4740,Anil Achar,49,M,A1,
7067,4741,Priya Naidu,41,F,A1,
7068,4741,Anita Bhat,29,F,A2,
7069,4742,Ramesh Kumar,27,M,A1,
7070,4742,Geeta Poojary,42,F,A2,
7071,4743,Suresh Murthy,27,M,A1,
7072,4744,Anil Naidu,48,M,A1,
7073,4745,Naveen Murthy,44,M,A1,REPEAT-002
7074,4746,Deepa Poojary,24,F,A1,
7075,4746,Ganesh Rao,36,M,A2,
7076,4747,Basavaraj Patil,27,M,A1,
7077,4747,Kavya Gowda,37,F,A2,
7078,4748,Ganesh Hegde,36,M,A1,REPEAT-060
7079,4748,Yogesh Iyer,34,M,A2,
7080,4749,Girish Patil,26,M,A1,
