VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
2798,2414,Sunita Kumar,51,F,0
2799,2415,Rekha Achar,34,F,0
2800,2416,Savitha Reddy,41,F,0
2801,2417,Yogesh Naik,10,M,0
2802,2418,Mahesh Iyer,47,M,0
2803,2419,Roopa Rao,14,F,0
2804,2420,Savitha Bhat,32,F,0
2805,2420,Raghu Iyer,20,M,0
2806,2421,Naveen Murthy,74,M,0
2807,2422,Nagaraj Iyer,37,M,0
2808,2423,Mahesh Naik,67,M,0
2809,2424,Harish Poojary,11,M,0
2810,2425,Yogesh Rao,29,M,0
2811,2425,Prakash Shetty,28,M,0
2812,2426,Harish Reddy,28,M,0
2813,2427,Pooja Achar,9,F,0
2814,2428,Ravi Hegde,38,M,0
2815,2429,Vijay Poojary,75,M,0
2816,2430,Sunita Gowda,54,F,0
2817,2431,Vijay Naik,73,M,0
2818,2432,Ganesh Bhat,59,M,0
2819,2433,Nagaraj Hegde,60,M,0
2820,2434,Savitha Naik,59,F,0
2821,2435,Chaya Achar,65,F,0
2822,2436,Ganesh Hegde,52,M,0
2823,2437,Radha Bhat,58,F,0
2824,2438,Ganesh Reddy,38,M,0
2825,2439,Vijay Kumar,47,M,0
2826,2440,Bhagya Kumar,37,F,0
2827,2441,Savitha Murthy,62,F,0
2828,2442,Vidya Naidu,5,F,0
2829,2443,Harish Poojary,42,M,0
2830,2444,Santosh Kumar,69,M,0
2831,2445,Prakash Reddy,62,M,0
2832,2446,Srinivas Naik,28,M,0
2833,2446,Girish Naidu,20,M,0
2834,2447,Raghu Patil,37,M,0
2835,2448,Sunita Gowda,62,F,0
2836,2449,Geeta Patil,47,F,0
2837,2449,Kavya Kumar,46,F,0
2838,2450,Lakshmi Naik,50,F,0
2839,2451,Deepa Naidu,28,F,0
2840,2451,Srinivas Gowda,44,M,0
2841,2452,Ravi Hegde,37,M,0
2842,2453,Harish Rao,5,M,0
2843,2454,Rekha Setty,60,F,0
2844,2455,Vidya Kumar,64,F,0
2845,2456,Lakshmi Bhat,72,F,0
2846,2457,Santosh Kumar,53,M,0
2847,2458,Naveen Poojary,62,M,0
2848,2459,Naveen Shetty,25,M,0
2849,2460,Kavya Hegde,5,F,0
2850,2461,Yogesh Achar,67,M,0
2851,2462,Raghu Gowda,35,M,0
2852,2463,Lakshmi Murthy,63,F,0
2853,2464,Roopa Reddy,8,F,0
2854,2465,Anil Achar,70,M,0
2855,2466,Vidya Achar,41,F,0
2856,2466,Rekha Kumar,25,F,0
2857,2467,Mahesh Setty,23,M,0
2858,2467,Priya Iyer,59,F,0
2859,2468,Chaya Bhat,38,F,0
2860,2469,Lakshmi Achar,9,F,0
2861,2470,Shwetha Rao,59,F,0
2862,2470,Ganesh Iyer,30,M,0
2863,2471,Anita Reddy,62,F,0
2864,2472,Ganesh Achar,63,M,0
2865,2472,Shwetha Achar,12,F,0
2866,2473,Bhagya Patil,7,F,0
2867,2474,Bhagya Hegde,22,F,0
2868,2475,Ravi Naik,33,M,0
2869,2476,Mahesh Achar,14,M,0
2870,2477,Kumar Naidu,65,M,0
2871,2478,Nagaraj Naidu,9,M,0
2872,2479,Santosh Hegde,60,M,0
2873,2480,Roopa Bhat,67,F,0
2874,2481,Raghu Hegde,19,M,0
2875,2481,Girish Achar,41,M,0
2876,2482,Radha Reddy,69,F,0
2877,2483,Naveen Setty,25,M,0
2878,2484,Nagaraj Gowda,55,M,0
2879,2485,Ramesh Hegde,56,M,0
2880,2486,Rekha Rao,17,F,0
2881,2487,Shobha Reddy,69,F,0
2882,2488,Bhagya Hegde,29,F,0
2883,2489,Radha Setty,35,F,0
2884,2490,Rekha Naidu,71,F,0
2885,2491,Mahesh Hegde,74,M,0
2886,2492,Nagaraj Setty,39,M,0
2887,2492,Mahesh Gowda,42,M,0
2888,2493,Sowmya Gowda,30,F,0
2889,2494,Suresh Setty,65,M,0
2890,2495,Kumar Reddy,66,M,0
2891,2496,Basavaraj Kumar,57,M,0
2892,2496,Nagaraj Shetty,40,M,0
2893,2497,Yogesh Patil,36,M,0
2894,2498,Kavya Gowda,38,F,0
2895,2499,Manjula Naik,52,F,0
2896,2500,Nagaraj Naidu,57,M,0
2897,2501,Srinivas Achar,48,M,0
2898,2502,Raghu Iyer,21,M,0
2899,2503,Suresh Bhat,19,M,0
2900,2504,Nandini Shetty,30,F,0
2901,2505,Vijay Gowda,68,M,0
2902,2506,Kavya Achar,50,F,0
2903,2507,Shwetha Shetty,70,F,0
2904,2508,Vijay Shetty,7,M,0
2905,2509,Chaya Achar,29,F,0
2906,2510,Roopa Hegde,68,F,0
2907,2511,Raghu Bhat,25,M,0
2908,2512,Harish Achar,47,M,0
2909,2513,Kavya Reddy,52,F,0
2910,2513,Nagaraj Naidu,44,M,0
2911,2514,Girish Shetty,8,M,0
2912,2515,Manjunath Murthy,69,M,0
2913,2516,Harish Hegde,70,M,0
2914,2517,Rekha Hegde,57,F,0
2915,2518,Harish Patil,58,M,0
2916,2518,Bhagya Hegde,63,F,0
2917,2519,Manjula Achar,19,F,0
2918,2520,Kumar Hegde,24,M,0
2919,2521,Manjunath Naik,11,M,0
2920,2522,Harish Hegde,67,M,0
2921,2523,Ravi Murthy,15,M,0
2922,2524,Roopa Murthy,74,F,0
2923,2525,Ravi Iyer,73,M,0
2924,2526,Manjunath Naik,56,M,0
2925,2527,Lakshmi Naik,50,F,0
2926,2528,Anita Naidu,25,F,0
2927,2529,Bhagya Naik,18,F,0
2928,2530,Kavya Shetty,71,F,0
2929,2531,Ravi Reddy,47,M,0
2930,2532,Savitha Bhat,12,F,0
2931,2533,Pooja Poojary,37,F,0
2932,2534,Srinivas Bhat,61,M,0
2933,2535,Sowmya Setty,37,F,0
2934,2536,Shwetha Kumar,22,F,0
2935,2537,Kumar Poojary,50,M,0
2936,2537,Raghu Poojary,69,M,0
2937,2538,Santosh Gowda,16,M,0
2938,2538,Manjula Hegde,46,F,0
2939,2539,Chaya Reddy,63,F,0
2940,2539,Bhagya Murthy,41,F,0
2941,2540,Kavya Murthy,42,F,0
2942,2540,Girish Gowda,7,M,0
2943,2541,Kavya Achar,38,F,0
2944,2541,Deepa Bhat,14,F,0
2945,2542,Chaya Murthy,74,F,0
2946,2543,Girish Achar,68,M,0
2947,2544,Yogesh Gowda,53,M,0
2948,2545,Shobha Kumar,37,F,0
2949,2546,Naveen Patil,8,M,0
2950,2547,Chaya Poojary,39,F,0
2951,2548,Ramesh Shetty,34,M,0
2952,2549,Nagaraj Shetty,31,M,0
2953,2550,Manjunath Poojary,27,M,0
2954,2551,Shobha Iyer,15,F,0
2955,2552,Ganesh Poojary,17,M,0
2956,2553,Sunita Rao,12,F,0
2957,2553,Vijay Rao,30,M,0
2958,2554,Pooja Kumar,24,F,0
2959,2555,Kavya Iyer,36,F,0
2960,2555,Naveen Kumar,11,M,0
2961,2556,Srinivas Patil,14,M,0
2962,2557,Roopa Kumar,16,F,0
2963,2558,Pooja Rao,61,F,0
2964,2558,Ganesh Gowda,28,M,0
2965,2559,Srinivas Poojary,56,M,0
2966,2560,Sowmya Shetty,5,F,0
2967,2560,Kumar Hegde,9,M,0
2968,2561,Priya Hegde,26,F,0
2969,2562,Vijay Iyer,18,M,0
2970,2562,Rekha Patil,24,F,0
2971,2563,Harish Hegde,18,M,0
2972,2564,Harish Bhat,12,M,0
2973,2564,Pooja Hegde,70,F,0
2974,2565,Lakshmi Naidu,64,F,0
2975,2566,Kavya Patil,44,F,0
2976,2567,Srinivas Rao,73,M,0
2977,2568,Shobha Hegde,17,F,0
2978,2569,Naveen Patil,47,M,0
2979,2570,Sunita Reddy,74,F,0
2980,2571,Lakshmi Naidu,7,F,0
2981,2572,Rekha Poojary,15,F,0
2982,2573,Priya Naik,5,F,0
2983,2574,Vidya Murthy,44,F,0
2984,2575,Ramesh Iyer,26,M,0
2985,2575,Sunita Murthy,13,F,0
2986,2576,Manjula Bhat,9,F,0
2987,2577,Anita Kumar,30,F,0
2988,2578,Nandini Kumar,30,F,0
2989,2579,Shwetha Gowda,58,F,0
2990,2580,Ganesh Murthy,66,M,0
2991,2581,Deepa Iyer,73,F,0
2992,2582,Priya Rao,45,F,0
2993,2583,Deepa Reddy,64,F,0
2994,2583,Ganesh Naik,26,M,0
2995,2584,Vijay Rao,54,M,0
2996,2585,Sowmya Hegde,10,F,0
2997,2586,Mahesh Hegde,58,M,0
2998,2587,Nandini Hegde,42,F,0
2999,2588,Manjunath Shetty,74,M,0
3000,2589,Manjula Patil,71,F,0
3001,2590,Priya Rao,26,F,0
3002,2591,Anil Achar,35,M,0
3003,2592,Shobha Murthy,52,F,0
3004,2593,Prakash Rao,48,M,0
3005,2594,Manjunath Shetty,34,M,0
3006,2595,Anil Hegde,26,M,0
3007,2596,Deepa Patil,40,F,0
3008,2597,Ravi Bhat,16,M,0
3009,2598,Priya Murthy,68,F,0
3010,2599,Ramesh Rao,33,M,0
3011,2600,Srinivas Hegde,41,M,0
3012,2601,Santosh Iyer,15,M,0
3013,2602,Srinivas Naidu,54,M,0
3014,2603,Lakshmi Reddy,32,F,0
3015,2604,Ravi Shetty,21,M,0
3016,2605,Manjunath Poojary,23,M,0
3017,2606,Priya Murthy,48,F,0
3018,2607,Ganesh Kumar,41,M,0
3019,2608,Ramesh Bhat,64,M,0
3020,2609,Manjula Reddy,66,F,0
3021,2610,Vidya Achar,44,F,0
3022,2611,Bhagya Hegde,36,F,0
3023,2612,Prakash Bhat,61,M,0
3024,2613,Shobha Setty,71,F,0
3025,2614,Santosh Setty,57,M,0
3026,2615,Naveen Shetty,42,M,0
3027,2616,Srinivas Naidu,56,M,0
3028,2617,Bhagya Shetty,60,F,0
3029,2618,Yogesh Naik,8,M,0
3030,2619,Raghu Poojary,39,M,0
3031,2620,Manjunath Rao,36,M,0
3032,2621,Radha Naik,42,F,0
3033,2622,Srinivas Naidu,38,M,0
3034,2623,Anil Gowda,9,M,0
3035,2624,Priya Murthy,11,F,0
3036,2624,Girish Naidu,65,M,0
3037,2625,Radha Setty,31,F,0
3038,2625,Lakshmi Rao,28,F,0
3039,2626,Basavaraj Hegde,35,M,0
3040,2627,Vijay Naidu,52,M,0
3041,2628,Srinivas Naik,41,M,0
3042,2629,Radha Naik,42,F,0
3043,2629,Sowmya Achar,21,F,0
3044,2630,Manjunath Rao,7,M,0
3045,2631,Santosh Reddy,53,M,0
3046,2632,Basavaraj Shetty,67,M,0
3047,2633,Vijay Naik,53,M,0
3048,2634,Bhagya Naidu,67,F,0
3049,2635,Lakshmi Murthy,26,F,0
3050,2635,Anil Kumar,8,M,0
3051,2636,Priya Bhat,14,F,0
3052,2637,Suresh Murthy,41,M,0
3053,2638,Ravi Murthy,28,M,0
3054,2639,Nandini Naik,36,F,0
3055,2640,Raghu Achar,29,M,0
3056,2641,Sowmya Naik,25,F,0
3057,2642,Geeta Patil,72,F,0
3058,2643,Vidya Shetty,65,F,0
3059,2644,Rekha Naik,58,F,0
3060,2645,Kavya Achar,63,F,0
3061,2645,Rekha Bhat,21,F,0
3062,2646,Anil Achar,75,M,0
3063,2647,Girish Patil,26,M,0
3064,2648,Ravi Naik,26,M,0
3065,2649,Mahesh Bhat,58,M,0
3066,2650,Priya Iyer,40,F,0
3067,2650,Anil Patil,29,M,0
3068,2651,Anil Gowda,26,M,0
3069,2652,Savitha Achar,53,F,0
3070,2653,Kumar Poojary,52,M,0
3071,2654,Shobha Naik,67,F,0
3072,2655,Shwetha Shetty,17,F,0
3073,2656,Chaya Patil,5,F,0
3074,2657,Radha Setty,71,F,0
3075,2657,Savitha Gowda,13,F,0
3076,2658,Priya Iyer,5,F,0
3077,2659,Girish Rao,28,M,0
3078,2660,Ravi Naidu,10,M,0
3079,2661,Vidya Shetty,50,F,0
3080,2662,Shivaraj Patil,29,M,0
3081,2663,Sowmya Setty,31,F,0
3082,2663,Lakshmi Reddy,45,F,0
3083,2664,Pooja Reddy,49,F,0
3084,2665,Sunita Reddy,69,F,0
3085,2666,Naveen Iyer,55,M,0
3086,2666,Sowmya Patil,45,F,0
3087,2667,Rekha Naidu,50,F,0
3088,2668,Roopa Murthy,56,F,0
3089,2669,Deepa Hegde,53,F,0
3090,2670,Shivaraj Iyer,10,M,0
3091,2671,Vidya Shetty,36,F,0
3092,2672,Pooja Naidu,10,F,0
3093,2672,Sunita Setty,12,F,0
3094,2673,Vijay Kumar,17,M,0
3095,2674,Deepa Poojary,28,F,0
3096,2675,Deepa Kumar,25,F,0
3097,2675,Anil Setty,71,M,0
3098,2676,Suresh Murthy,26,M,0
3099,2677,Kumar Rao,17,M,0
3100,2678,Suresh Poojary,10,M,0
3101,2679,Mahesh Iyer,56,M,0
3102,2680,Lakshmi Murthy,23,F,0
3103,2681,Lakshmi Naik,55,F,0
3104,2682,Nandini Patil,74,F,0
3105,2683,Ravi Patil,70,M,0
3106,2683,Shobha Naik,48,F,0
3107,2684,Priya Bhat,6,F,0
3108,2685,Rekha Iyer,41,F,0
3109,2686,Shwetha Naik,64,F,0
3110,2687,Anita Gowda,23,F,0
3111,2688,Deepa Kumar,11,F,0
3112,2689,Ramesh Rao,6,M,0
3113,2690,Savitha Reddy,75,F,0
3114,2691,Mahesh Achar,35,M,0
3115,2692,Manjula Kumar,63,F,0
3116,2693,Bhagya Gowda,25,F,0
3117,2694,Manjunath Shetty,56,M,0
3118,2695,Rekha Naidu,51,F,0
3119,2696,Santosh Hegde,47,M,0
3120,2697,Priya Setty,7,F,0
3121,2698,Manjunath Hegde,45,M,0
3122,2699,Santosh Hegde,16,M,0
3123,2700,Anita Gowda,24,F,0
3124,2701,Raghu Patil,20,M,0
3125,2702,Kumar Shetty,53,M,0
3126,2703,Raghu Bhat,47,M,0
3127,2704,Anita Patil,49,F,0
3128,2705,Suresh Gowda,33,M,0
3129,2706,Roopa Bhat,46,F,0
3130,2707,Girish Gowda,32,M,0
3131,2708,Bhagya Setty,70,F,0
3132,2709,Suresh Rao,46,M,0
3133,2710,Ganesh Reddy,38,M,0
3134,2711,Radha Achar,21,F,0
3135,2712,Prakash Achar,11,M,0
3136,2713,Sowmya Kumar,73,F,0
3137,2714,Kavya Rao,68,F,0
3138,2715,Anita Gowda,36,F,0
3139,2716,Shobha Naidu,69,F,0
3140,2717,Raghu Setty,8,M,0
3141,2718,Ganesh Hegde,51,M,0
3142,2719,Srinivas Achar,42,M,0
3143,2720,Nandini Iyer,10,F,0
3144,2721,Vijay Achar,25,M,0
3145,2722,Ramesh Murthy,67,M,0
3146,2723,Kumar Kumar,39,M,0
3147,2724,Vidya Gowda,26,F,0
3148,2725,Srinivas Gowda,65,M,0
3149,2726,Anita Iyer,24,F,0
3150,2726,Mahesh Poojary,63,M,0
3151,2727,Anita Kumar,13,F,0
3152,2728,Deepa Iyer,27,F,0
3153,2728,Anita Setty,40,F,0
3154,2729,Sunita Rao,59,F,0
3155,2729,Vidya Bhat,63,F,0
3156,2730,Mahesh Setty,11,M,0
3157,2731,Manjunath Murthy,63,M,0
3158,2732,Harish Achar,30,M,0
3159,2732,Anita Hegde,59,F,0
3160,2733,Harish Naik,72,M,0
3161,2734,Manjunath Murthy,54,M,0
3162,2735,Manjunath Murthy,61,M,0
3163,2736,Anil Poojary,70,M,0
3164,2737,Anil Shetty,10,M,0
3165,2738,Suresh Iyer,34,M,0
3166,2738,Manjula Gowda,15,F,0
3167,2739,Ravi Reddy,14,M,0
3168,2740,Nagaraj Naik,24,M,0
3169,2741,Roopa Poojary,52,F,0
3170,2742,Deepa Reddy,29,F,0
3171,2743,Santosh Naidu,59,M,0
3172,2744,Mahesh Poojary,40,M,0
3173,2745,Lakshmi Poojary,7,F,0
3174,2746,Nandini Murthy,19,F,0
3175,2747,Vidya Poojary,10,F,0
3176,2748,Priya Hegde,11,F,0
3177,2749,Vijay Bhat,57,M,0
3178,2750,Prakash Murthy,17,M,0
3179,2750,Vijay Kumar,46,M,0
3180,2751,Ganesh Patil,20,M,0
3181,2752,Nandini Patil,53,F,0
3182,2752,Prakash Hegde,64,M,0
3183,2753,Sowmya Bhat,57,F,0
3184,2754,Anil Naik,69,M,0
3185,2755,Shobha Setty,74,F,0
3186,2756,Chaya Achar,34,F,0
3187,2757,Shwetha Hegde,55,F,0
3188,2758,Chaya Shetty,70,F,0
3189,2759,Yogesh Achar,7,M,0
3190,2760,Sunita Iyer,29,F,0
3191,2761,Shwetha Naik,51,F,0
3192,2761,Sowmya Murthy,43,F,0
3193,2762,Rekha Iyer,24,F,0
3194,2763,Rekha Gowda,25,F,0
3195,2764,Ravi Reddy,14,M,0
3196,2765,Naveen Kumar,45,M,0
3197,2766,Shivaraj Patil,68,M,0
3198,2766,Lakshmi Naik,40,F,0
3199,2767,Pooja Patil,26,F,0
3200,2768,Vidya Bhat,35,F,0
3201,2769,Pooja Iyer,7,F,0
3202,2770,Ramesh Hegde,46,M,0
3203,2770,Chaya Naidu,59,F,0
3204,2771,Ravi Kumar,71,M,0
3205,2771,Sowmya Rao,45,F,0
3206,2772,Shobha Patil,47,F,0
3207,2772,Bhagya Reddy,17,F,0
3208,2773,Ganesh Reddy,5,M,0
3209,2773,Harish Setty,44,M,0
3210,2774,Nandini Setty,27,F,0
3211,2775,Suresh Naidu,47,M,0
3212,2776,Sunita Patil,39,F,0
3213,2777,Nagaraj Patil,17,M,0
3214,2778,Pooja Iyer,27,F,0
3215,2778,Suresh Patil,25,M,0
3216,2779,Sowmya Setty,18,F,0
3217,2779,Savitha Murthy,51,F,0
3218,2780,Suresh Naik,9,M,0
3219,2781,Ravi Achar,33,M,0
3220,2782,Anil Hegde,39,M,0
3221,2783,Anita Naik,44,F,0
3222,2783,Deepa Achar,16,F,0
3223,2784,Mahesh Naik,74,M,0
3224,2785,Radha Gowda,28,F,0
3225,2785,Prakash Bhat,50,M,0
3226,2786,Radha Shetty,35,F,0
3227,2787,Suresh Rao,43,M,0
3228,2788,Manjula Naidu,25,F,0
3229,2789,Srinivas Patil,22,M,0
3230,2790,Bhagya Iyer,70,F,0
3231,2790,Lakshmi Bhat,19,F,0
3232,2791,Prakash Iyer,12,M,0
3233,2791,Vijay Shetty,6,M,0
3234,2792,Lakshmi Hegde,58,F,0
3235,2792,Manjunath Rao,74,M,0
3236,2793,Roopa Iyer,22,F,0
3237,2794,Anil Setty,53,M,0
3238,2795,Geeta Murthy,16,F,0
3239,2796,Roopa Naidu,67,F,0
3240,2797,Savitha Iyer,57,F,0
3241,2798,Harish Shetty,55,M,0
3242,2799,Roopa Reddy,7,F,0
3243,2800,Deepa Murthy,12,F,0
3244,2800,Naveen Iyer,72,M,0
3245,2801,Basavaraj Achar,57,M,0
3246,2802,Yogesh Naik,49,M,0
3247,2803,Basavaraj Poojary,72,M,0
3248,2804,Manjula Murthy,18,F,0
3249,2804,Roopa Murthy,12,F,0
3250,2805,Shwetha Kumar,29,F,0
3251,2806,Rekha Hegde,34,F,0
3252,2807,Ganesh Reddy,36,M,0
3253,2808,Mahesh Naik,74,M,0
3254,2809,Manjunath Bhat,66,M,0
3255,2810,Ravi Naidu,72,M,0
3256,2811,Kavya Hegde,63,F,0
3257,2812,Kumar Patil,48,M,0
3258,2813,Vidya Bhat,60,F,0
3259,2814,Anita Reddy,43,F,0
3260,2815,Girish Gowda,49,M,0
3261,2816,Basavaraj Bhat,13,M,0
3262,2817,Anita Setty,64,F,0
3263,2818,Chaya Naidu,55,F,0
3264,2819,Ganesh Reddy,32,M,0
3265,2820,Santosh Naik,49,M,0
3266,2821,Chaya Murthy,73,F,0
3267,2822,Girish Reddy,13,M,0
3268,2823,Pooja Naidu,63,F,0
3269,2824,Roopa Naidu,33,F,0
3270,2825,Rekha Achar,24,F,0
3271,2826,Srinivas Iyer,20,M,0
3272,2827,Ravi Naidu,32,M,0
3273,2827,Priya Hegde,15,F,0
3274,2828,Girish Hegde,25,M,0
3275,2829,Kavya Poojary,51,F,0
3276,2830,Prakash Iyer,49,M,0
3277,2831,Kavya Poojary,34,F,0
3278,2832,Ravi Bhat,5,M,0
3279,2833,Manjunath Bhat,24,M,0
3280,2834,Harish Kumar,61,M,0
3281,2835,Ganesh Poojary,19,M,0
3282,2836,Savitha Kumar,46,F,0
3283,2836,Sowmya Hegde,57,F,0
3284,2837,Srinivas Poojary,12,M,0
3285,2838,Shwetha Hegde,43,F,0
3286,2839,Yogesh Patil,52,M,0
3287,2839,Nagaraj Kumar,10,M,0
3288,2840,Ganesh Bhat,54,M,0
3289,2841,Shwetha Naik,40,F,0
3290,2841,Yogesh Kumar,21,M,0
3291,2842,Anil Patil,18,M,0
3292,2843,Anil Poojary,59,M,0
3293,2844,Sowmya Patil,46,F,0
3294,2845,Shwetha Patil,35,F,0
3295,2845,Vijay Kumar,68,M,0
3296,2846,Harish Achar,48,M,0
3297,2847,Sowmya Naik,69,F,0
3298,2848,Santosh Naidu,27,M,0
3299,2849,Raghu Rao,32,M,0
3300,2849,Girish Kumar,27,M,0
3301,2850,Santosh Iyer,7,M,0
3302,2851,Manjula Gowda,46,F,0
3303,2852,Santosh Poojary,16,M,0
3304,2853,Ravi Bhat,21,M,0
3305,2853,Girish Hegde,32,M,0
3306,2854,Anil Gowda,61,M,0
3307,2855,Kumar Setty,41,M,0
3308,2856,Nagaraj Reddy,45,M,0
3309,2857,Basavaraj Kumar,25,M,0
3310,2858,Shivaraj Murthy,28,M,0
3311,2859,Priya Reddy,13,F,0
3312,2860,Manjula Bhat,69,F,0
3313,2861,Prakash Achar,62,M,0
3314,2862,Nagaraj Poojary,37,M,0
3315,2863,Basavaraj Naik,28,M,0
3316,2864,Ganesh Setty,18,M,0
3317,2865,Ganesh Rao,14,M,0
3318,2866,Ganesh Naidu,35,M,0
3319,2867,Raghu Gowda,66,M,0
3320,2867,Girish Hegde,52,M,0
3321,2868,Vidya Poojary,54,F,0
3322,2869,Manjula Setty,21,F,0
3323,2870,Shobha Bhat,68,F,0
3324,2871,Vijay Achar,60,M,0
3325,2872,Kavya Murthy,65,F,0
3326,2872,Ramesh Reddy,58,M,0
3327,2873,Lakshmi Patil,73,F,0
3328,2874,Nagaraj Hegde,33,M,0
3329,2875,Ravi Bhat,23,M,0
3330,2875,Mahesh Reddy,64,M,0
3331,2876,Shwetha Achar,31,F,0
3332,2877,Nagaraj Poojary,35,M,0
3333,2878,Savitha Bhat,44,F,0
3334,2879,Basavaraj Bhat,30,M,0
3335,2879,Bhagya Hegde,56,F,0
3336,2880,Savitha Gowda,41,F,0
3337,2880,Savitha Achar,53,F,0
3338,2881,Kumar Murthy,35,M,0
3339,2882,Geeta Naik,52,F,0
3340,2883,Vijay Gowda,37,M,0
3341,2884,Vijay Naik,58,M,0
3342,2885,Priya Setty,19,F,0
3343,2886,Yogesh Bhat,5,M,0
3344,2887,Shivaraj Patil,19,M,0
3345,2888,Yogesh Kumar,65,M,0
3346,2889,Ravi Achar,5,M,0
3347,2890,Rekha Kumar,47,F,0
3348,2891,Prakash Iyer,75,M,0
3349,2892,Geeta Kumar,65,F,0
3350,2893,Harish Kumar,35,M,0
3351,2894,Prakash Murthy,43,M,0
3352,2895,Anita Reddy,75,F,0
3353,2895,Roopa Kumar,64,F,0
3354,2896,Shivaraj Murthy,32,M,0
3355,2897,Vidya Patil,58,F,0
3356,2898,Shwetha Naik,51,F,0
3357,2899,Shwetha Naidu,29,F,0
3358,2900,Kavya Kumar,6,F,0
3359,2901,Radha Achar,57,F,0
3360,2902,Priya Naidu,6,F,0
3361,2903,Kumar Gowda,14,M,0
3362,2904,Manjunath Rao,11,M,0
3363,2905,Rekha Reddy,48,F,0
3364,2906,Suresh Bhat,27,M,0
3365,2906,Shobha Naik,27,F,0
3366,2907,Harish Achar,58,M,0
3367,2908,Shivaraj Rao,37,M,0
3368,2908,Lakshmi Setty,15,F,0
3369,2909,Chaya Naidu,18,F,0
3370,2909,Ramesh Naidu,58,M,0
3371,2910,Santosh Naidu,13,M,0
3372,2911,Geeta Patil,48,F,0
3373,2912,Shivaraj Naidu,27,M,0
3374,2913,Harish Reddy,70,M,0
3375,2913,Roopa Naidu,72,F,0
3376,2914,Ravi Iyer,29,M,0
3377,2914,Lakshmi Murthy,52,F,0
3378,2915,Ramesh Setty,65,M,0
3379,2916,Priya Naik,62,F,0
3380,2917,Rekha Setty,43,F,0
3381,2918,Sowmya Gowda,30,F,0
3382,2919,Manjula Rao,47,F,0
3383,2919,Vijay Shetty,50,M,0
3384,2920,Ravi Rao,60,M,0
3385,2921,Nandini Murthy,58,F,0
3386,2922,Nandini Murthy,61,F,0
3387,2923,Nagaraj Reddy,20,M,0
3388,2924,Radha Poojary,47,F,0
3389,2925,Bhagya Naidu,64,F,0
3390,2926,Rekha Achar,57,F,0
3391,2927,Raghu Poojary,41,M,0
3392,2928,Anita Naik,31,F,0
3393,2929,Mahesh Reddy,36,M,0
3394,2930,Anita Reddy,70,F,0
3395,2930,Raghu Patil,23,M,0
3396,2931,Mahesh Iyer,72,M,0
3397,2932,Ganesh Setty,41,M,0
3398,2933,Nandini Kumar,9,F,0
3399,2934,Chaya Reddy,23,F,0
3400,2935,Lakshmi Iyer,69,F,0
3401,2935,Radha Achar,6,F,0
3402,2936,Radha Rao,70,F,0
3403,2937,Sunita Rao,16,F,0
3404,2938,Priya Murthy,58,F,0
3405,2939,Nagaraj Murthy,33,M,0
3406,2940,Ramesh Bhat,10,M,0
3407,2941,Shwetha Naidu,7,F,0
3408,2942,Prakash Reddy,70,M,0
3409,2943,Anita Achar,54,F,0
3410,2944,Chaya Bhat,13,F,0
3411,2944,Girish Murthy,18,M,0
3412,2945,Geeta Kumar,60,F,0
3413,2946,Sunita Patil,9,F,0
3414,2947,Manjula Achar,38,F,0
3415,2948,Shivaraj Patil,48,M,0
3416,2949,Santosh Setty,42,M,0
3417,2950,Srinivas Iyer,47,M,0
3418,2951,Manjunath Murthy,49,M,0
3419,2952,Lakshmi Murthy,10,F,0
3420,2953,Ganesh Naidu,60,M,0
3421,2954,Santosh Shetty,10,M,0
3422,2955,Lakshmi Poojary,29,F,0
3423,2956,Shivaraj Reddy,14,M,0
3424,2957,Mahesh Naik,47,M,0
3425,2958,Priya Kumar,63,F,0
3426,2959,Nandini Iyer,13,F,0
3427,2960,Harish Reddy,41,M,0
3428,2961,Srinivas Hegde,42,M,0
3429,2962,Pooja Reddy,12,F,0
3430,2963,Rekha Kumar,8,F,0
3431,2964,Manjunath Iyer,10,M,0
3432,2965,Ramesh Shetty,8,M,0
3433,2966,Harish Setty,30,M,0
3434,2967,Naveen Iyer,47,M,0
3435,2968,Shwetha Iyer,37,F,0
3436,2969,Shwetha Poojary,28,F,0
3437,2970,Yogesh Gowda,47,M,0
3438,2971,Sowmya Reddy,41,F,0
3439,2972,Srinivas Gowda,19,M,0
3440,2973,Anita Patil,12,F,0
3441,2973,Kavya Shetty,54,F,0
3442,2974,Girish Naik,41,M,0
3443,2975,Bhagya Murthy,15,F,0
3444,2976,Kavya Rao,65,F,0
3445,2977,Nagaraj Poojary,30,M,0
3446,2978,Nandini Naidu,43,F,0
3447,2979,Radha Setty,70,F,0
3448,2980,Prakash Bhat,19,M,0
3449,2981,Ganesh Gowda,7,M,0
3450,2982,Chaya Reddy,48,F,0
3451,2983,Girish Rao,12,M,0
3452,2984,Yogesh Poojary,55,M,0
3453,2985,Yogesh Shetty,17,M,0
3454,2986,Priya Setty,42,F,0
3455,2987,Vijay Naik,64,M,0
3456,2988,Anita Achar,33,F,0
3457,2989,Kumar Poojary,43,M,0
3458,2989,Harish Naidu,50,M,0
3459,2990,Basavaraj Kumar,32,M,0
3460,2991,Ramesh Kumar,74,M,0
3461,2992,Vijay Rao,72,M,0
3462,2993,Lakshmi Achar,19,F,0
3463,2994,Anita Setty,6,F,0
